ITEM_ID,OPC_FULLNAME,DH_BLDG,DH_ROOM,DH_TAG,ITEM_DESC,LOC_ID,COMMENTS,ENABLED,SOURCE,LAT,LON,FREQ,RETENTION
1222,PPB_A379B.XFMR-A.DMD.INST_CV,PUB_AFFAIRS,A379B,XFMR-A.DMD.INST,ElectricityDemand,243,,Y,,,,15,-1
1223,PPB_1066.XFMR-GH.DMD.INST_CV,PUB_AFFAIRS,1066,XFMR-GH.DMD.INST,,243,,Y,,,,15,-1
1224,PPB_1066.XFMR-E.DMD.INST_CV,PUB_AFFAIRS,1066,XFMR-E.DMD.INST,ElectricityDemand,243,,Y,,,,15,-1
1225,PUB-HLTH-ELE4.INST.DMD_CV,PUBLIC_HLTH,,ELE-4.DMD.INST,ElectricityDemand,242,,Y,,,,15,-1
1226,PUB-HLTH-ELE3.INST.DMD_CV,PUBLIC_HLTH,,ELE-3.DMD.INST,ElectricityDemand,242,,Y,,,,15,-1
1227,ROYCE_S-33.XFMR-C.DMD.INST_CV,ROYCE_HALL,S-33,XFMR-C.DMD.INST,ElectricityDemand,204,,Y,,,,15,-1
1228,ROYCE_S-33.XFMR-B.DMD.INST_CV,ROYCE_HALL,S-33,XFMR-B.DMD.INST,ElectricityDemand,204,,Y,,,,15,-1
1229,ROYCE_S-33.XFMR-A.DMD.INST_CV,ROYCE_HALL,S-33,XFMR-A.DMD.INST,ElectricityDemand,204,,Y,,,,15,-1
1230,SCHOENBERG_B416.XFMRA.DMD.INST_CV,SCHOENBERG,B416,XFMR-A.DMD.INST,ElectricityDemand,212,,Y,,,,15,-1
1231,SCHOENBERG_B376.XFMRB.DMD.INST_CV,SCHOENBERG,B376,XFMR-B.DMD.INST,ElectricityDemand,212,,Y,,,,15,-1
1232,SLICHTER_B857.XFMR-B.DMD.INST_CV,SLICHTER,B857,XFMR-B.DMD.INST,ElectricityDemand,213,,Y,,,,15,-1
1233,SLICHTER_B857.XFMR-A.DMD.INST_CV,SLICHTER,B857,XFMR-A.DMD.INST,ElectricityDemand,213,,Y,,,,15,-1
1234,YOUNG_B215.XFMR-9.DMD.INST_CV,YOUNG_HALL,B215,XFMR-9.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1235,YOUNG_B215.XFMR-8.DMD.INST_CV,YOUNG_HALL,B215,XFMR-8.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1236,YOUNG_B215.XFMR-7.DMD.INST_CV,YOUNG_HALL,B215,XFMR-7.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1237,YOUNG_B215.XFMR-6.DMD.INST_CV,YOUNG_HALL,B215,XFMR-6.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1238,YOUNG_B215.XFMR-5.DMD.INST_CV,YOUNG_HALL,B215,XFMR-5.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1239,YOUNG_B215.XFMR-4.DMD.INST_CV,YOUNG_HALL,B215,XFMR-4.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1240,YOUNG_B215.XFMR-3.DMD.INST_CV,YOUNG_HALL,B215,XFMR-3.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1241,YOUNG_B215.XFMR-2.DMD.INST_CV,YOUNG_HALL,B215,XFMR-2.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1242,YOUNG_B215.XFMR-1.DMD.INST_CV,YOUNG_HALL,B215,XFMR-1.DMD.INST,ElectricityDemand,279,,Y,,,,15,-1
1243,YRL_B2471.XFMR-E.DMD.INST_CV,YOUNG_LIBRY,B2471,XFMR-E.DMD.INST,ElectricityDemand,280,,Y,,,,15,-1
1244,YRL_B2471.XFMR-D.DMD.INST_CV,YOUNG_LIBRY,B2471,XFMR-D.DMD.INST,ElectricityDemand,280,,Y,,,,15,-1
1245,YRL_B2471.XFMR-C.DMD.INST_CV,YOUNG_LIBRY,B2471,XFMR-C.DMD.INST,ElectricityDemand,280,,Y,,,,15,-1
1246,YRL_B2471.XFMR-B.DMD.INST_CV,YOUNG_LIBRY,B2471,XFMR-B.DMD.INST,ElectricityDemand,280,,Y,,,,15,-1
1247,YRL_B2471.XFMR-A.DMD.INST_CV,YOUNG_LIBRY,B2471,XFMR-A.DMD.INST,ElectricityDemand,280,,Y,,,,15,-1
1388,BOELTER_1666.STM.FLW_CV,BOELTER_HALL,1666,STM.FLW,Steam Flow,124,,Y,,,,15,-1
1389,BOELTER_1678.STM.FLW_CV,BOELTER_HALL,1678,STM.FLW,Steam Flow,124,,Y,,,,15,-1
1390,BOELTER_2408.STM.FLW_CV,BOELTER_HALL,2408,STM.FLW,Steam Flow,124,,Y,,,,15,-1
1391,CHS-BH_A2-396.CHWS.FLW_CV,HEALTH_SCI,A2-396,CHWS.FLW,CHW Flow,364,,Y,,,,15,-1
1392,CHS-BH_A2-396.CHWS.ST_CV,HEALTH_SCI,A2-396,CHWS.ST,CHW Supply Temp,364,,Y,,,,15,-1
1393,CHS-BH_A2-396.CHWS.RT_CV,HEALTH_SCI,A2-396,CHWS.RT,CHW Return Temp,364,,Y,,,,15,-1
1394,CNSI_5210.HX3.CHW.ST_CV,CNSI,5210,CHWS.ST,CHW Supply Temp,65323,,Y,,,,15,-1
1395,DENTISTRY_AV-342.CHWS.FLW_CV,DENTISTRY,AV-342,CHWS.FLW,CHW Flow,392,,Y,,,,15,-1
1396,DENTISTRY_AV-342.CHWS.ST_CV,DENTISTRY,AV-342,CHWS.ST,CHW Supply Temp,392,,Y,,,,15,-1
1397,DENTISTRY_AV-342.CHWS.RT_CV,DENTISTRY,AV-342,CHWS.RT,CHW Return Temp,392,,Y,,,,15,-1
1398,DENTISTRY_A3-063.STM.FLW_CV,DENTISTRY,A3-063,STM.FLW,Steam Flow,392,,Y,,,,15,-1
1400,DODD_A110D.CHWS.ST_CV,DODD_HALL,A110D,CHWS.ST,CHW Supply Temp,394,,Y,,,,15,-1
1401,DODD_A110D.CHWS.RT_CV,DODD_HALL,A110D,CHWS.RT,CHW Return Temp,394,,Y,,,,15,-1
1402,KERCKHOFF_A264A.CHWS.FLW_CV,KERCKHOFF,A264A,CHWS.FLW,CHW Flow,268,,Y,,,,15,-1
1403,KERCKHOFF_A264A.CHWS.ST_CV,KERCKHOFF,A264A,CHWS.ST,CHW Supply Temp,268,,Y,,,,15,-1
1404,KERCKHOFF_A264A.CHWS.RT_CV,KERCKHOFF,A264A,CHWS.RT,CHW Return Temp,268,,Y,,,,15,-1
1405,LIFESCI_1313.XFMR-B.DMD.INST_CV,LIFE_SCIENCE,1313,XFMR-B.DMD.INST,ElectricityDemand,232,,Y,,,,15,-1
1406,LIFESCI_1313.XFMR-C.DMD.INST_CV,LIFE_SCIENCE,1313,XFMR-C.DMD.INST,ElectricityDemand,232,,Y,,,,15,-1
1407,LIFESCI_A816.XFMR-A.DMD.INST_CV,LIFE_SCIENCE,A816,XFMR-A.DMD.INST,ElectricityDemand,232,,Y,,,,15,-1
1408,MDCC_A2-396.CHWS.FLW_CV,M_DAVIES_CC,A2-396,CHWS.FLW,CHW Flow,235,,Y,,,,15,-1
1409,MDCC_A2-396.CHWS.ST_CV,M_DAVIES_CC,A2-396,CHWS.ST,CHW Supply Temp,235,,Y,,,,15,-1
1410,MDCC_A2-396.CHWS.RT_CV,M_DAVIES_CC,A2-396,CHWS.RT,CHW Return Temp,235,,Y,,,,15,-1
1411,MELNITZ_A100B.CHWS.FLW_CV,MELNITZ_HALL,A100B,CHWS.FLW,CHW Flow,259,,Y,,,,15,-1
1412,MSB_2128.CHWS.ST_CV,MOLECULR_SCI,2128,CHWS.ST,CHW Supply Temp,178,,Y,,,,15,-1
1413,MSB_2128.CHWS.RT_CV,MOLECULR_SCI,2128,CHWS.RT,CHW Return Temp,178,,Y,,,,15,-1
1414,MSB_2128.SCHWS.ST_CV,MOLECULR_SCI,2128,SCHWS.ST,Secondary CHW Supply Temp,178,,Y,,,,15,-1
1415,MSB_2128.SCHWS.RT_CV,MOLECULR_SCI,2128,SCHWS.RT,Secondary CHW Return Temp,178,,Y,,,,15,-1
1416,PUB-HLTH_B6-051.CHWS.FLW_CV,PUBLIC_HLTH,B6-051,CHWS.FLW,CHW Flow,242,,Y,,,,15,-1
1417,PUB-HLTH_B6-051.CHWS.ST_CV,PUBLIC_HLTH,B6-051,CHWS.ST,CHW Supply Temp,242,,Y,,,,15,-1
1418,PUB-HLTH_B6-051.CHWS.RT_CV,PUBLIC_HLTH,B6-051,CHWS.RT,CHW Return Temp,242,,Y,,,,15,-1
1419,PUB-HLTH_A6-081.STM.FLW_CV,PUBLIC_HLTH,A6-081,STM.FLW,Steam Flow,242,,Y,,,,15,-1
1420,ROYCE_B50.CHW.ST_CV,ROYCE_HALL,B50,CHWS.ST,CHW Supply Temp,204,,Y,,,,15,-1
1421,ROYCE_B50.CHW.RT_CV,ROYCE_HALL,B50,CHWS.RT,CHW Return Temp,204,,Y,,,,15,-1
1424,AGSM-ELE1-DINT_CV,GOLD_HALL,B109,ELE1-DINST,ElectricityDemand,85,,Y,Cogen,,,15,-1
1425,AGSM-ELE2-DINT_CV,GOLD_HALL,B109,ELE2-DINST,ElectricityDemand,85,,Y,Cogen,,,15,-1
1426,AGSM-STM-FINS_CV,GOLD_HALL,B105,STM-FINS,Actual Steam Flow,85,,Y,,,,15,-1
1427,AGSM-STM-PINS_CV,GOLD_HALL,B105,STM-PINS,Steam Pressure,85,,Y,,,,15,-1
1428,AGSM-STM-TINS_CV,GOLD_HALL,B105,STM-TINS,Steam Temperature,85,,Y,,,,15,-1
1437,ENGIV_27-100.CHWS.FLW_CV,ENGR_BLDG_4,27-100,CHWS.FLW,CHW Flow,398,,Y,,,,15,-1
1438,ENGIV_27-100.CHWS.RT_CV,ENGR_BLDG_4,27-100,CHWS.RT,CHW Return Temp,398,,Y,,,,15,-1
1439,ENGIV_27-100.CHWS.ST_CV,ENGR_BLDG_4,27-100,CHWS.ST,CHW Supply Temp,398,,Y,,,,15,-1
1440,POLICE_3FL-RF.CHW.FLW_CV,POLICE_STATI,3FL-RF,CHWS.FLW,CHW Flow,81397,,Y,,,,15,-1
1441,POLICE_3FL-RF.CHW.RT_CV,POLICE_STATI,3FL-RF,CHWS.RT,CHW Return Temp,81397,,Y,,,,15,-1
1442,POLICE_3FL-RF.CHW.ST_CV,POLICE_STATI,3FL-RF,CHWS.ST,CHW Supply Temp,81397,,Y,,,,15,-1
1443,BOYER_A11.SZ.HP.STM_CV,CAMPUS,,STEAM_PRESSURE,Campus Steam Pressure,0,PSI,Y,Global,,,60,-1
1446,KNUDSEN_1-151.AH3.CT_CV,KNUDSEN_HALL,1-151,AH3.CT,Cold Deck Supply Temperature,227,F,Y,AHU-3,,,60,-1
1447,KNUDSEN_1-151.AH3.CTS_CV,KNUDSEN_HALL,1-151,AH3.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-3,,,60,-1
1448,KNUDSEN_1-151.AH3.HTS_CV,KNUDSEN_HALL,1-151,AH3.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-3,,,60,-1
1449,KNUDSEN_1-151.AH3.HV_CV,KNUDSEN_HALL,1-151,AH3.HV,Hot Water Valve Position,227,%opn,Y,AHU-3,,,60,-1
1450,KNUDSEN_1-151.AH3.RCO2_CV,KNUDSEN_HALL,1-151,AH3.RC02,Return or Exhaust Air CO2,227,PPM,Y,AHU-3,,,60,-1
1451,KNUDSEN_1-151.AH3.RRH_CV,KNUDSEN_HALL,1-151,AH3.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-3,,,60,-1
1452,KNUDSEN_1-151.AH3.RT_CV,KNUDSEN_HALL,1-151,AH3.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-3,,,60,-1
1453,KNUDSEN_1-151.AH3.SYS_CV,KNUDSEN_HALL,1-151,AH3.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-3,,,0,-1
1455,KNUDSEN_1-217.AH9.CT_CV,KNUDSEN_HALL,1-217,AH9.CT,Cold Deck Supply Temperature,227,F,Y,AHU-9,,,60,-1
1456,KNUDSEN_1-217.AH9.CTS_CV,KNUDSEN_HALL,1-217,AH9.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-9,,,60,-1
1457,KNUDSEN_1-217.AH9.CV_CV,KNUDSEN_HALL,1-217,AH9.CV,Chilled Water Valve Position,227,%opn,Y,AHU-9,,,60,-1
1458,KNUDSEN_1-217.AH9.HT_CV,KNUDSEN_HALL,1-217,AH9.HT,Hot Deck Supply Temperature,227,F,Y,AHU-9,,,60,-1
1459,KNUDSEN_1-217.AH9.HV_CV,KNUDSEN_HALL,1-217,AH9.HV,Hot Water Valve Position,227,%opn,Y,AHU-9,,,60,-1
1460,KNUDSEN_1-217.AH9.MT_CV,KNUDSEN_HALL,1-217,AH9.MT,Mixed Air Temperature,227,F,Y,AHU-9,,,60,-1
1461,KNUDSEN_1-217.AH9.RCO2_CV,KNUDSEN_HALL,1-217,AH9.RC02,Return or Exhaust Air CO2,227,PPM,Y,AHU-9,,,60,-1
1462,KNUDSEN_1-217.AH9.RT_CV,KNUDSEN_HALL,1-217,AH9.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-9,,,60,-1
1463,KNUDSEN_1-217.AH9.SYS_CV,KNUDSEN_HALL,1-217,AH9.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-9,,,0,-1
1465,KNUDSEN_2-151.AH4.CT_CV,KNUDSEN_HALL,2-151,AH4.CT,Cold Deck Supply Temperature,227,F,Y,AHU-4,,,60,-1
1466,KNUDSEN_2-151.AH4.CTS_CV,KNUDSEN_HALL,2-151,AH4.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-4,,,60,-1
1467,KNUDSEN_2-151.AH4.CV_CV,KNUDSEN_HALL,2-151,AH4.CV,Chilled Water Valve Position,227,%opn,Y,AHU-4,,,60,-1
1468,KNUDSEN_2-151.AH4.HT_CV,KNUDSEN_HALL,2-151,AH4.HT,Hot Deck Supply Temperature,227,F,Y,AHU-4,,,60,-1
1469,KNUDSEN_2-151.AH4.HTS_CV,KNUDSEN_HALL,2-151,AH4.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-4,,,60,-1
1470,KNUDSEN_2-151.AH4.HV_CV,KNUDSEN_HALL,2-151,AH4.HV,Hot Water Valve Position,227,%opn,Y,AHU-4,,,60,-1
1471,KNUDSEN_2-151.AH4.MT_CV,KNUDSEN_HALL,2-151,AH4.MT,Mixed Air Temperature,227,F,Y,AHU-4,,,60,-1
1472,KNUDSEN_2-151.AH4.RRH_CV,KNUDSEN_HALL,2-151,AH4.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-4,,,60,-1
1473,KNUDSEN_2-151.AH4.RT_CV,KNUDSEN_HALL,2-151,AH4.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-4,,,60,-1
1474,KNUDSEN_2-151.AH4.SYS_CV,KNUDSEN_HALL,2-151,AH4.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-4,,,0,-1
1477,KNUDSEN_2-218.AH10.CT_CV,KNUDSEN_HALL,2-218,AH10.CT,Cold Deck Supply Temperature,227,F,Y,AHU-10,,,60,-1
1478,KNUDSEN_2-218.AH10.CV_CV,KNUDSEN_HALL,2-218,AH10.CV,Chilled Water Valve Position,227,%opn,Y,AHU-10,,,60,-1
1479,KNUDSEN_2-218.AH10.RT_CV,KNUDSEN_HALL,2-218,AH10.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-10,,,60,-1
1480,KNUDSEN_2-218.AH10.SYS_CV,KNUDSEN_HALL,2-218,AH10.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-10,,,0,-1
1482,KNUDSEN_3-151.AH5.CT_CV,KNUDSEN_HALL,3-151,AH5.CT,Cold Deck Supply Temperature,227,F,Y,AHU-5,,,60,-1
1483,KNUDSEN_3-151.AH5.CTS_CV,KNUDSEN_HALL,3-151,AH5.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-5,,,60,-1
1484,KNUDSEN_3-151.AH5.CV_CV,KNUDSEN_HALL,3-151,AH5.CV,Chilled Water Valve Position,227,%opn,Y,AHU-5,,,60,-1
1485,KNUDSEN_3-151.AH5.HTS_CV,KNUDSEN_HALL,3-151,AH5.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-5,,,60,-1
1486,KNUDSEN_3-151.AH5.HV_CV,KNUDSEN_HALL,3-151,AH5.HV,Hot Water Valve Position,227,%opn,Y,AHU-5,,,60,-1
1487,KNUDSEN_3-151.AH5.MT_CV,KNUDSEN_HALL,3-151,AH5.MT,Mixed Air Temperature,227,F,Y,AHU-5,,,60,-1
1488,KNUDSEN_3-151.AH5.RCO2_CV,KNUDSEN_HALL,3-151,AH5.RCO2,Return or Exhaust Air CO2,227,PPM,Y,AHU-5,,,60,-1
1489,KNUDSEN_3-151.AH5.RRH_CV,KNUDSEN_HALL,3-151,AH5.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-5,,,60,-1
1490,KNUDSEN_3-151.AH5.RT_CV,KNUDSEN_HALL,3-151,AH5.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-5,,,60,-1
1493,KNUDSEN_4-151.AH6.CTS_CV,KNUDSEN_HALL,4-151,AH6.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-6,,,60,-1
1494,KNUDSEN_4-151.AH6.CV_CV,KNUDSEN_HALL,4-151,AH6.CV,Chilled Water Valve Position,227,%opn,Y,AHU-6,,,60,-1
1495,KNUDSEN_4-151.AH6.HT_CV,KNUDSEN_HALL,4-151,AH6.HT,Hot Deck Supply Temperature,227,F,Y,AHU-6,,,60,-1
1496,KNUDSEN_4-151.AH6.HTS_CV,KNUDSEN_HALL,4-151,AH6.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-6,,,60,-1
1497,KNUDSEN_4-151.AH6.HV_CV,KNUDSEN_HALL,4-151,AH6.HV,Hot Water Valve Position,227,%opn,Y,AHU-6,,,60,-1
1498,KNUDSEN_4-151.AH6.MT_CV,KNUDSEN_HALL,4-151,AH6.MT,Mixed Air Temperature,227,F,Y,AHU-6,,,60,-1
1499,KNUDSEN_4-151.AH6.RRH_CV,KNUDSEN_HALL,4-151,AH6.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-6,,,60,-1
1500,KNUDSEN_4-151.AH6.RT_CV,KNUDSEN_HALL,4-151,AH6.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-6,,,60,-1
1501,KNUDSEN_4-151.AH6.SYS_CV,KNUDSEN_HALL,4-151,AH6.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-6,,,0,-1
1502,KNUDSEN_5-151.AH7.CT_CV,KNUDSEN_HALL,5-151,AH7.CT,Cold Deck Supply Temperature,227,F,Y,AHU-7,,,60,-1
1503,KNUDSEN_5-151.AH7.CTS_CV,KNUDSEN_HALL,5-151,AH7.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-7,,,60,-1
1504,KNUDSEN_5-151.AH7.CV_CV,KNUDSEN_HALL,5-151,AH7.CV,Chilled Water Valve Position,227,%opn,Y,AHU-7,,,60,-1
1505,KNUDSEN_5-151.AH7.HT_CV,KNUDSEN_HALL,5-151,AH7.HT,Hot Deck Supply Temperature,227,F,Y,AHU-7,,,60,-1
1506,KNUDSEN_5-151.AH7.HTS_CV,KNUDSEN_HALL,5-151,AH7.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-7,,,60,-1
1507,KNUDSEN_5-151.AH7.RRH_CV,KNUDSEN_HALL,5-151,AH7.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-7,,,60,-1
1508,KNUDSEN_5-151.AH7.RT_CV,KNUDSEN_HALL,5-151,AH7.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-7,,,60,-1
1509,KNUDSEN_5-151.AH7.SYS_CV,KNUDSEN_HALL,5-151,AH7.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-7,,,0,-1
1511,KNUDSEN_6-151.AH8.CTS_CV,KNUDSEN_HALL,6-151,AH8.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-8,,,60,-1
1512,KNUDSEN_6-151.AH8.CV_CV,KNUDSEN_HALL,6-151,AH8.CV,Chilled Water Valve Position,227,%opn,Y,AHU-8,,,60,-1
1513,KNUDSEN_6-151.AH8.HTS_CV,KNUDSEN_HALL,6-151,AH8.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-8,,,60,-1
1514,KNUDSEN_6-151.AH8.HV_CV,KNUDSEN_HALL,6-151,AH8.HV,Hot Water Valve Position,227,%opn,Y,AHU-8,,,60,-1
1515,KNUDSEN_6-151.AH8.MT_CV,KNUDSEN_HALL,6-151,AH8.MT,Mixed Air Temperature,227,F,Y,AHU-8,,,60,-1
1516,KNUDSEN_6-151.AH8.RCO2_CV,KNUDSEN_HALL,6-151,AH8.RCO2,Return or Exhaust Air CO2,227,PPM,Y,AHU-8,,,60,-1
1517,KNUDSEN_6-151.AH8.RRH_CV,KNUDSEN_HALL,6-151,AH8.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-8,,,60,-1
1518,KNUDSEN_6-151.AH8.RT_CV,KNUDSEN_HALL,6-151,AH8.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-8,,,60,-1
1519,KNUDSEN_6-151.AH8.SYS_CV,KNUDSEN_HALL,6-151,AH8.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-8,,,0,-1
1522,KNUDSEN_A-151.AH2.CT_CV,KNUDSEN_HALL,A-151,AH2.CT,Cold Deck Supply Temperature,227,F,Y,AHU-2,,,60,-1
1523,KNUDSEN_A-151.AH2.CTS_CV,KNUDSEN_HALL,A-151,AH2.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-2,,,60,-1
1524,KNUDSEN_A-151.AH2.CV_CV,KNUDSEN_HALL,A-151,AH2.CV,Chilled Water Valve Position,227,%opn,Y,AHU-2,,,60,-1
1525,KNUDSEN_A-151.AH2.HT_CV,KNUDSEN_HALL,A-151,AH2.HT,Hot Deck Supply Temperature,227,F,Y,AHU-2,,,60,-1
1526,KNUDSEN_A-151.AH2.HTS_CV,KNUDSEN_HALL,A-151,AH2.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-2,,,60,-1
1527,KNUDSEN_A-151.AH2.HV_CV,KNUDSEN_HALL,A-151,AH2.HV,Hot Water Valve Position,227,%opn,Y,AHU-2,,,60,-1
1528,KNUDSEN_A-151.AH2.MT_CV,KNUDSEN_HALL,A-151,AH2.MT,Mixed Air Temperature,227,F,Y,AHU-2,,,60,-1
1529,KNUDSEN_A-151.AH2.RCO2_CV,KNUDSEN_HALL,A-151,AH2.RCO2,Return or Exhaust Air CO2,227,PPM,Y,AHU-2,,,60,-1
1530,KNUDSEN_A-151.AH2.RRH_CV,KNUDSEN_HALL,A-151,AH2.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-2,,,60,-1
1531,KNUDSEN_A-151.AH2.RT_CV,KNUDSEN_HALL,A-151,AH2.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-2,,,60,-1
1532,KNUDSEN_A-151.AH2.SYS_CV,KNUDSEN_HALL,A-151,AH2.SYS,Occ-Vent-Unocc Control,227,O-V-U,Y,AHU-2,,,0,-1
1536,KNUDSEN_B-151.AH1.CT_CV,KNUDSEN_HALL,B-151,AH1.CT,Cold Deck Supply Temperature,227,F,Y,AHU-1,,,60,-1
1537,KNUDSEN_B-151.AH1.CTS_CV,KNUDSEN_HALL,B-151,AH1.CTS,Cold Deck Supply Temperature  Setpoint,227,F,Y,AHU-1,,,60,-1
1538,KNUDSEN_B-151.AH1.CV_CV,KNUDSEN_HALL,B-151,AH1.CV,Chilled Water Valve Position,227,%opn,Y,AHU-1,,,60,-1
1539,KNUDSEN_B-151.AH1.HT_CV,KNUDSEN_HALL,B-151,AH1.HT,Hot Deck Supply Temperature,227,F,Y,AHU-1,,,60,-1
1540,KNUDSEN_B-151.AH1.HTS_CV,KNUDSEN_HALL,B-151,AH1.HTS,Hot Deck Supply Temperature Setpoint,227,F,Y,AHU-1,,,60,-1
1541,KNUDSEN_B-151.AH1.HV_CV,KNUDSEN_HALL,B-151,AH1.HV,Hot Water Valve Position,227,%opn,Y,AHU-1,,,60,-1
1542,KNUDSEN_B-151.AH1.MT_CV,KNUDSEN_HALL,B-151,AH1.MT,Mixed Air Temperature,227,F,Y,AHU-1,,,60,-1
1543,KNUDSEN_B-151.AH1.RCO2_CV,KNUDSEN_HALL,B-151,AH1.RCO2,Return or Exhaust Air CO2,227,PPM,Y,AHU-1,,,60,-1
1544,KNUDSEN_B-151.AH1.RRH_CV,KNUDSEN_HALL,B-151,AH1.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-1,,,60,-1
1545,KNUDSEN_B-151.AH1.RT_CV,KNUDSEN_HALL,B-151,AH1.RT,Return or Exhaust Air Temperature,227,F,Y,AHU-1,,,60,-1
1547,OOADB_CV,CAMPUS,,AIR_TEMP,Outside Air Temperature,0,F,Y,Global,,,60,-1
1548,OOARH_CV,CAMPUS,,AIR_HUMIDITY,Outside Air Humidity,0,RH,Y,Global,,,60,-1
1549,PHYSICS_CHW.BTU.DY_CV,PHYS_ASTRO,,CHW.BTU.DY,Chilled Water,62534,BTU,Y,Bldg,,,15,-1
1551,PHYSICS_KS02.CHP1.HZ_CV,PHYS_ASTRO,KS02,CHP1.HZ,Lead ChW Pump VFD Speed,62534,HZ,Y,ChW,,,60,-1
1552,PHYSICS_KS02.CHP1.STATUS_CV,PHYS_ASTRO,KS02,CHP1.STATUS,Lead ChW Pump Run Status,62534,On-Off,Y,ChW,,,0,-1
1553,PHYSICS_KS02.CHP2.HZ_CV,PHYS_ASTRO,KS02,CHP2.HZ,Lag ChW Pump VFD Speed,62534,HZ,Y,ChW,,,60,-1
1554,PHYSICS_KS02.CHP2.STATUS_CV,PHYS_ASTRO,KS02,CHP2.STATUS,Lag ChW Pump Run Status,62534,On-Off,Y,ChW,,,0,-1
1557,PHYSICS_KS02.HX.P1.SS_CV,PHYS_ASTRO,KS02,HX.P1.SS,Lead HW Pump Run Status,62534,On-Off,Y,HW,,,0,-1
1558,PHYSICS_KS02.HX.P2.SS_CV,PHYS_ASTRO,KS02,HX.P2.SS,Lag HW Pump Run Status,62534,On-Off,Y,HW,,,0,-1
1559,PHYSICS_KS02.HX.ST_CV,PHYS_ASTRO,KS02,HX.ST,Hot Water Supply Temperature,62534,F,Y,HW,,,60,-1
1560,PHYSICS_KS02.HX.STS_CV,PHYS_ASTRO,KS02,HX.STS,Hot Water Temperature Setpoint,62534,F,Y,HW,,,60,-1
1561,PHYSICS_KS02.HX1.SV_CV,PHYS_ASTRO,KS02,HX1.SV,Lead HX Steam Valve Position,62534,%opn,Y,HW,,,60,-1
1562,PHYSICS_KS02.HX2.SV_CV,PHYS_ASTRO,KS02,HX2.SV,Lag HX Steam Valve Position,62534,%opn,Y,HW,,,60,-1
1563,PHYSICS_KS02.HWRT_CV,PHYS_ASTRO,KS02,HWRT,Hot Water Return Temperature,62534,F,Y,HW,,,60,-1
1565,KNUDSEN_2-218.AH10.RRH_CV,KNUDSEN_HALL,2-218,AH10.RRH,Return or Exhaust Air Humidity,227,RH,Y,AHU-10,,,60,-1
1567,KNUDSEN_1-151.AH3.MT_CV,KNUDSEN_HALL,1-151,AH3.MT,Mixed Air Temperature,227,F,Y,AHU-3,,,60,-1
